case	rep	j	r	k	guesses
31 	 1 	 133 	 15 	 8 	 [1, 3]
31 	 2 	 122 	 15 	 7 	 [1, 3]
31 	 3 	 8 	 1 	 0 	 [15, 1]
31 	 4 	 161 	 8 	 5 	 [15, 1]
31 	 5 	 152 	 5 	 3 	 [3, 5]
31 	 6 	 101 	 5 	 2 	 [3, 5]
31 	 7 	 221 	 15 	 13 	 [1, 3]
31 	 8 	 99 	 13 	 5 	 [3, 5]
31 	 9 	 62 	 4 	 1 	 [3, 5]
31 	 10 	 198 	 13 	 10 	 [3, 5]
31 	 11 	 75 	 10 	 3 	 [1, 3]
31 	 12 	 102 	 5 	 2 	 [3, 5]
31 	 13 	 80 	 13 	 4 	 [3, 5]
31 	 14 	 186 	 11 	 8 	 [1, 3]
31 	 15 	 195 	 13 	 10 	 [3, 5]
31 	 16 	 169 	 3 	 2 	 [1, 3]
31 	 17 	 124 	 2 	 1 	 [1, 3]
31 	 18 	 231 	 10 	 9 	 [1, 3]
31 	 19 	 101 	 5 	 2 	 [3, 5]
31 	 20 	 101 	 5 	 2 	 [3, 5]
31 	 21 	 68 	 15 	 4 	 [1, 3]
31 	 22 	 114 	 9 	 4 	 [15, 1]
31 	 23 	 158 	 13 	 8 	 [3, 5]
31 	 24 	 234 	 12 	 11 	 [3, 5]
31 	 25 	 0 	 0 	 0 	 [0, 0]
31 	 26 	 31 	 8 	 1 	 [15, 1]
31 	 27 	 85 	 3 	 1 	 [1, 3]
31 	 28 	 244 	 15 	 14 	 [1, 3]
31 	 29 	 231 	 10 	 9 	 [1, 3]
31 	 30 	 236 	 13 	 12 	 [3, 5]
31 	 31 	 218 	 13 	 11 	 [3, 5]
31 	 32 	 4 	 1 	 0 	 [15, 1]
31 	 33 	 218 	 13 	 11 	 [3, 5]
31 	 34 	 78 	 13 	 4 	 [3, 5]
31 	 35 	 19 	 13 	 1 	 [3, 5]
31 	 36 	 133 	 15 	 8 	 [1, 3]
31 	 37 	 231 	 10 	 9 	 [1, 3]
31 	 38 	 89 	 14 	 5 	 [1, 3]
31 	 39 	 164 	 14 	 9 	 [1, 3]
31 	 40 	 131 	 2 	 1 	 [1, 3]
31 	 41 	 231 	 10 	 9 	 [1, 3]
31 	 42 	 181 	 10 	 7 	 [1, 3]
31 	 43 	 76 	 10 	 3 	 [1, 3]
31 	 44 	 123 	 15 	 7 	 [1, 3]
31 	 45 	 201 	 14 	 11 	 [1, 3]
31 	 46 	 11 	 15 	 1 	 [1, 3]
31 	 47 	 253 	 1 	 1 	 [15, 1]
31 	 48 	 66 	 4 	 1 	 [3, 5]
31 	 49 	 106 	 12 	 5 	 [3, 5]
32 	 0 	 100 	 13 	 5 	 [3, 5]
32 	 1 	 127 	 2 	 1 	 [1, 3]
32 	 2 	 142 	 9 	 5 	 [15, 1]
32 	 3 	 20 	 13 	 1 	 [3, 5]
32 	 4 	 12 	 15 	 1 	 [1, 3]
32 	 5 	 41 	 13 	 2 	 [3, 5]
32 	 6 	 149 	 12 	 7 	 [3, 5]
32 	 7 	 135 	 15 	 8 	 [1, 3]
32 	 8 	 232 	 11 	 10 	 [1, 3]
32 	 9 	 221 	 15 	 13 	 [1, 3]
32 	 10 	 225 	 8 	 7 	 [15, 1]
32 	 11 	 4 	 1 	 0 	 [15, 1]
32 	 12 	 86 	 3 	 1 	 [1, 3]
32 	 13 	 13 	 15 	 1 	 [1, 3]
32 	 14 	 53 	 5 	 1 	 [3, 5]
32 	 15 	 91 	 14 	 5 	 [1, 3]
32 	 16 	 62 	 4 	 1 	 [3, 5]
32 	 17 	 43 	 6 	 1 	 [1, 3]
32 	 18 	 72 	 7 	 2 	 [1, 3]
32 	 19 	 194 	 4 	 3 	 [3, 5]
32 	 20 	 134 	 15 	 8 	 [1, 3]
32 	 21 	 156 	 13 	 8 	 [3, 5]
32 	 22 	 34 	 15 	 2 	 [1, 3]
32 	 23 	 84 	 3 	 1 	 [1, 3]
32 	 24 	 133 	 15 	 8 	 [1, 3]
32 	 25 	 137 	 15 	 8 	 [1, 3]
32 	 26 	 195 	 13 	 10 	 [3, 5]
32 	 27 	 111 	 7 	 3 	 [1, 3]
32 	 28 	 74 	 7 	 2 	 [1, 3]
32 	 29 	 65 	 4 	 1 	 [3, 5]
32 	 30 	 55 	 14 	 3 	 [1, 3]
32 	 31 	 198 	 13 	 10 	 [3, 5]
32 	 32 	 187 	 15 	 11 	 [1, 3]
32 	 33 	 200 	 9 	 7 	 [15, 1]
32 	 34 	 172 	 3 	 2 	 [1, 3]
32 	 35 	 31 	 8 	 1 	 [15, 1]
32 	 36 	 225 	 8 	 7 	 [15, 1]
32 	 37 	 184 	 7 	 5 	 [1, 3]
32 	 38 	 18 	 14 	 1 	 [1, 3]
32 	 39 	 234 	 12 	 11 	 [3, 5]
32 	 40 	 64 	 4 	 1 	 [3, 5]
32 	 41 	 9 	 15 	 1 	 [1, 3]
32 	 42 	 53 	 5 	 1 	 [3, 5]
32 	 43 	 60 	 13 	 3 	 [3, 5]
32 	 44 	 57 	 9 	 2 	 [15, 1]
32 	 45 	 217 	 13 	 11 	 [3, 5]
32 	 46 	 143 	 9 	 5 	 [15, 1]
32 	 47 	 138 	 13 	 7 	 [3, 5]
32 	 48 	 54 	 14 	 3 	 [1, 3]
32 	 49 	 54 	 14 	 3 	 [1, 3]
33 	 0 	 220 	 7 	 6 	 [1, 3]
33 	 1 	 50 	 5 	 1 	 [3, 5]
33 	 2 	 174 	 13 	 9 	 [3, 5]
33 	 3 	 82 	 13 	 4 	 [3, 5]
33 	 4 	 197 	 13 	 10 	 [3, 5]
33 	 5 	 226 	 9 	 8 	 [15, 1]
33 	 6 	 137 	 15 	 8 	 [1, 3]
33 	 7 	 246 	 15 	 14 	 [1, 3]
33 	 8 	 64 	 4 	 1 	 [3, 5]
33 	 9 	 120 	 15 	 7 	 [1, 3]
33 	 10 	 196 	 13 	 10 	 [3, 5]
33 	 11 	 167 	 14 	 9 	 [1, 3]
33 	 12 	 164 	 14 	 9 	 [1, 3]
33 	 13 	 178 	 13 	 9 	 [3, 5]
33 	 14 	 83 	 3 	 1 	 [1, 3]
33 	 15 	 152 	 5 	 3 	 [3, 5]
33 	 16 	 63 	 4 	 1 	 [3, 5]
33 	 17 	 99 	 13 	 5 	 [3, 5]
33 	 18 	 131 	 2 	 1 	 [1, 3]
33 	 19 	 104 	 5 	 2 	 [3, 5]
33 	 20 	 109 	 7 	 3 	 [1, 3]
33 	 21 	 158 	 13 	 8 	 [3, 5]
33 	 22 	 196 	 13 	 10 	 [3, 5]
33 	 23 	 174 	 13 	 9 	 [3, 5]
33 	 24 	 101 	 5 	 2 	 [3, 5]
33 	 25 	 241 	 15 	 14 	 [1, 3]
33 	 26 	 164 	 14 	 9 	 [1, 3]
33 	 27 	 113 	 9 	 4 	 [15, 1]
33 	 28 	 197 	 13 	 10 	 [3, 5]
33 	 29 	 62 	 4 	 1 	 [3, 5]
33 	 30 	 242 	 15 	 14 	 [1, 3]
33 	 31 	 77 	 10 	 3 	 [1, 3]
33 	 32 	 85 	 3 	 1 	 [1, 3]
33 	 33 	 5 	 1 	 0 	 [15, 1]
33 	 34 	 97 	 8 	 3 	 [15, 1]
33 	 35 	 252 	 1 	 1 	 [15, 1]
33 	 36 	 122 	 15 	 7 	 [1, 3]
33 	 37 	 224 	 8 	 7 	 [15, 1]
33 	 38 	 65 	 4 	 1 	 [3, 5]
33 	 39 	 208 	 11 	 9 	 [1, 3]
33 	 40 	 237 	 13 	 12 	 [3, 5]
33 	 41 	 93 	 11 	 4 	 [1, 3]
33 	 42 	 221 	 15 	 13 	 [1, 3]
33 	 43 	 61 	 13 	 3 	 [3, 5]
33 	 44 	 184 	 7 	 5 	 [1, 3]
33 	 45 	 184 	 7 	 5 	 [1, 3]
33 	 46 	 44 	 6 	 1 	 [1, 3]
33 	 47 	 178 	 13 	 9 	 [3, 5]
33 	 48 	 222 	 15 	 13 	 [1, 3]
33 	 49 	 62 	 4 	 1 	 [3, 5]
34 	 0 	 114 	 9 	 4 	 [15, 1]
34 	 1 	 159 	 8 	 5 	 [15, 1]
34 	 2 	 191 	 4 	 3 	 [3, 5]
34 	 3 	 52 	 5 	 1 	 [3, 5]
34 	 4 	 118 	 13 	 6 	 [3, 5]
34 	 5 	 2 	 1 	 0 	 [15, 1]
34 	 6 	 44 	 6 	 1 	 [1, 3]
34 	 7 	 162 	 11 	 7 	 [1, 3]
34 	 8 	 72 	 7 	 2 	 [1, 3]
34 	 9 	 184 	 7 	 5 	 [1, 3]
34 	 10 	 229 	 10 	 9 	 [1, 3]
34 	 11 	 4 	 1 	 0 	 [15, 1]
34 	 12 	 193 	 4 	 3 	 [3, 5]
34 	 13 	 104 	 5 	 2 	 [3, 5]
34 	 14 	 245 	 15 	 14 	 [1, 3]
34 	 15 	 42 	 6 	 1 	 [1, 3]
34 	 16 	 46 	 11 	 2 	 [1, 3]
34 	 17 	 52 	 5 	 1 	 [3, 5]
34 	 18 	 124 	 2 	 1 	 [1, 3]
34 	 19 	 47 	 11 	 2 	 [1, 3]
34 	 20 	 3 	 1 	 0 	 [15, 1]
34 	 21 	 144 	 9 	 5 	 [15, 1]
34 	 22 	 207 	 5 	 4 	 [3, 5]
34 	 23 	 37 	 7 	 1 	 [1, 3]
34 	 24 	 174 	 13 	 9 	 [3, 5]
34 	 25 	 72 	 7 	 2 	 [1, 3]
34 	 26 	 65 	 4 	 1 	 [3, 5]
34 	 27 	 210 	 11 	 9 	 [1, 3]
34 	 28 	 119 	 15 	 7 	 [1, 3]
34 	 29 	 175 	 13 	 9 	 [3, 5]
34 	 30 	 186 	 11 	 8 	 [1, 3]
34 	 31 	 159 	 8 	 5 	 [15, 1]
34 	 32 	 212 	 6 	 5 	 [1, 3]
34 	 33 	 46 	 11 	 2 	 [1, 3]
34 	 34 	 17 	 15 	 1 	 [1, 3]
34 	 35 	 143 	 9 	 5 	 [15, 1]
34 	 36 	 216 	 13 	 11 	 [3, 5]
34 	 37 	 197 	 13 	 10 	 [3, 5]
34 	 38 	 86 	 3 	 1 	 [1, 3]
34 	 39 	 209 	 11 	 9 	 [1, 3]
34 	 40 	 237 	 13 	 12 	 [3, 5]
34 	 41 	 239 	 15 	 14 	 [1, 3]
34 	 42 	 155 	 5 	 3 	 [3, 5]
34 	 43 	 163 	 11 	 7 	 [1, 3]
34 	 44 	 244 	 15 	 14 	 [1, 3]
34 	 45 	 186 	 11 	 8 	 [1, 3]
34 	 46 	 137 	 15 	 8 	 [1, 3]
34 	 47 	 151 	 12 	 7 	 [3, 5]
34 	 48 	 190 	 4 	 3 	 [3, 5]
34 	 49 	 221 	 15 	 13 	 [1, 3]
35 	 0 	 102 	 5 	 2 	 [3, 5]
35 	 1 	 28 	 9 	 1 	 [15, 1]
35 	 2 	 214 	 6 	 5 	 [1, 3]
35 	 3 	 161 	 8 	 5 	 [15, 1]
35 	 4 	 21 	 12 	 1 	 [3, 5]
35 	 5 	 90 	 14 	 5 	 [1, 3]
35 	 6 	 58 	 13 	 3 	 [3, 5]
35 	 7 	 74 	 7 	 2 	 [1, 3]
35 	 8 	 232 	 11 	 10 	 [1, 3]
35 	 9 	 9 	 15 	 1 	 [1, 3]
35 	 10 	 131 	 2 	 1 	 [1, 3]
35 	 11 	 168 	 3 	 2 	 [1, 3]
35 	 12 	 97 	 8 	 3 	 [15, 1]
35 	 13 	 208 	 11 	 9 	 [1, 3]
35 	 14 	 30 	 9 	 1 	 [15, 1]
35 	 15 	 45 	 11 	 2 	 [1, 3]
35 	 16 	 61 	 13 	 3 	 [3, 5]
35 	 17 	 45 	 11 	 2 	 [1, 3]
35 	 18 	 0 	 0 	 0 	 [0, 0]
35 	 19 	 93 	 11 	 4 	 [1, 3]
35 	 20 	 6 	 1 	 0 	 [15, 1]
35 	 21 	 164 	 14 	 9 	 [1, 3]
35 	 22 	 25 	 10 	 1 	 [1, 3]
35 	 23 	 102 	 5 	 2 	 [3, 5]
35 	 24 	 198 	 13 	 10 	 [3, 5]
35 	 25 	 185 	 11 	 8 	 [1, 3]
35 	 26 	 48 	 11 	 2 	 [1, 3]
35 	 27 	 196 	 13 	 10 	 [3, 5]
35 	 28 	 132 	 2 	 1 	 [1, 3]
35 	 29 	 0 	 0 	 0 	 [0, 0]
35 	 30 	 66 	 4 	 1 	 [3, 5]
35 	 31 	 23 	 11 	 1 	 [1, 3]
35 	 32 	 68 	 15 	 4 	 [1, 3]
35 	 33 	 129 	 2 	 1 	 [1, 3]
35 	 34 	 87 	 3 	 1 	 [1, 3]
35 	 35 	 16 	 15 	 1 	 [1, 3]
35 	 36 	 17 	 15 	 1 	 [1, 3]
35 	 37 	 255 	 1 	 1 	 [15, 1]
35 	 38 	 160 	 8 	 5 	 [15, 1]
35 	 39 	 192 	 4 	 3 	 [3, 5]
35 	 40 	 93 	 11 	 4 	 [1, 3]
35 	 41 	 81 	 13 	 4 	 [3, 5]
35 	 42 	 135 	 15 	 8 	 [1, 3]
35 	 43 	 194 	 4 	 3 	 [3, 5]
35 	 44 	 55 	 14 	 3 	 [1, 3]
35 	 45 	 206 	 5 	 4 	 [3, 5]
35 	 46 	 197 	 13 	 10 	 [3, 5]
35 	 47 	 56 	 9 	 2 	 [15, 1]
35 	 48 	 92 	 14 	 5 	 [1, 3]
35 	 49 	 204 	 5 	 4 	 [3, 5]
[[0, 9], [1, 7], [2, 5], [3, 6], [4, 4], [5, 2], [6, 4], [7, 3], [8, 1], [9, 0], [10, 3], [11, 3], [12, 0], [13, 1], [14, 1], [15, 3], [16, 0], [17, 1], [18, 1], [19, 1], [20, 1], [21, 2], [22, 2], [23, 2], [24, 5], [25, 1], [26, 2], [27, 0], [28, 1], [29, 0], [30, 2], [31, 1], [32, 2], [33, 1], [34, 2], [35, 1]]
2976.0455071926117
