case	rep	j	r	k	guesses
49	14	729	7	5	[1, 27]
49	15	51	20	1	[9, 1]
49	16	675	26	17	[1, 9]
49	17	925	21	19	[9, 1]
49	18	277	26	7	[1, 9]
49	19	654	25	16	[27, 1]
49	20	53	19	1	[1, 27]
49	21	683	3	2	[1, 9]
49	22	436	26	11	[1, 9]
49	23	397	18	7	[1, 27]
49	24	833	16	13	[9, 1]
49	25	938	12	11	[27, 1]
49	26	112	9	1	[9, 1]
49	27	710	13	9	[27, 1]
49	28	766	4	3	[9, 1]
49	29	192	16	3	[9, 1]
49	30	293	7	2	[1, 27]
49	31	598	12	7	[27, 1]
49	32	1001	27	26	[1, 9]
49	33	877	7	6	[1, 27]
49	34	215	19	4	[1, 27]
49	35	182	17	3	[9, 1]
49	36	939	12	11	[27, 1]
49	37	38	27	1	[1, 9]
49	38	1011	1	1	[27, 1]
49	39	406	5	2	[9, 1]
49	40	924	10	9	[1, 9]
49	41	446	23	10	[1, 9]
49	42	572	25	14	[27, 1]
49	43	393	13	5	[27, 1]
49	44	14	1	0	[27, 1]
49	45	768	4	3	[9, 1]
49	46	445	23	10	[1, 9]
49	47	309	10	3	[1, 9]
49	48	764	4	3	[9, 1]
49	49	173	6	1	[1, 27]
50	0	488	21	10	[9, 1]
50	1	773	4	3	[9, 1]
50	2	313	23	7	[1, 9]
50	3	929	11	10	[1, 9]
50	4	451	25	11	[27, 1]
50	5	737	25	18	[27, 1]
50	6	319	16	5	[9, 1]
50	7	238	13	3	[27, 1]
50	8	497	27	13	[1, 9]
50	9	1012	1	1	[27, 1]
50	10	879	7	6	[1, 27]
50	11	151	27	4	[1, 9]
50	12	87	12	1	[27, 1]
50	13	144	7	1	[1, 27]
50	14	381	27	10	[1, 9]
50	15	940	12	11	[27, 1]
50	16	498	27	13	[1, 9]
50	17	57	18	1	[1, 27]
50	18	370	25	9	[27, 1]
50	19	612	5	3	[9, 1]
50	20	716	10	7	[1, 9]
50	21	183	17	3	[9, 1]
50	22	230	9	2	[9, 1]
50	23	253	4	1	[9, 1]
50	24	412	5	2	[9, 1]
50	25	442	7	3	[1, 27]
50	26	575	16	9	[9, 1]
50	27	589	26	15	[1, 9]
50	28	332	25	8	[27, 1]
50	29	938	12	11	[27, 1]
50	30	641	8	5	[9, 1]
50	31	913	9	8	[9, 1]
50	32	394	13	5	[27, 1]
50	33	325	22	7	[1, 9]
50	34	38	27	1	[1, 9]
50	35	819	5	4	[9, 1]
50	36	650	11	7	[1, 9]
50	37	259	4	1	[9, 1]
50	38	467	11	5	[1, 9]
50	39	284	18	5	[1, 27]
50	40	463	20	9	[9, 1]
50	41	498	27	13	[1, 9]
50	42	211	24	5	[27, 1]
50	43	992	27	26	[1, 9]
50	44	308	10	3	[1, 9]
50	45	219	14	3	[1, 9]
50	46	359	20	7	[9, 1]
50	47	572	25	14	[27, 1]
50	48	265	27	7	[1, 9]
50	49	144	7	1	[1, 27]
51	0	658	14	9	[1, 9]
51	1	517	2	1	[1, 9]
51	2	918	19	17	[1, 27]
51	3	759	27	20	[1, 9]
51	4	286	25	7	[27, 1]
51	5	155	20	3	[9, 1]
51	6	269	19	5	[1, 27]
51	7	758	27	20	[1, 9]
51	8	708	13	9	[27, 1]
51	9	27	27	1	[1, 9]
51	10	394	13	5	[27, 1]
51	11	1006	1	1	[27, 1]
51	12	412	5	2	[9, 1]
51	13	99	21	2	[9, 1]
51	14	246	25	6	[27, 1]
51	15	39	26	1	[1, 9]
51	16	913	9	8	[9, 1]
51	17	730	7	5	[1, 27]
51	18	615	5	3	[9, 1]
51	19	13	1	0	[27, 1]
51	20	360	17	6	[9, 1]
51	21	258	4	1	[9, 1]
51	22	463	20	9	[9, 1]
51	23	99	21	2	[9, 1]
51	24	544	17	9	[9, 1]
51	25	960	16	15	[9, 1]
51	26	941	25	23	[27, 1]
51	27	384	8	3	[9, 1]
51	28	107	19	2	[1, 27]
51	29	721	27	19	[1, 9]
51	30	775	25	19	[27, 1]
51	31	110	19	2	[1, 27]
51	32	831	16	13	[9, 1]
51	33	781	21	16	[9, 1]
51	34	1011	1	1	[27, 1]
51	35	381	27	10	[1, 9]
51	36	273	15	4	[1, 9]
51	37	629	13	8	[27, 1]
51	38	77	27	2	[1, 9]
51	39	671	26	17	[1, 9]
51	40	5	1	0	[27, 1]
51	41	871	20	17	[9, 1]
51	42	744	11	8	[1, 9]
51	43	145	7	1	[1, 27]
51	44	734	7	5	[1, 27]
51	45	738	25	18	[27, 1]
51	46	976	21	20	[9, 1]
51	47	187	11	2	[1, 9]
51	48	689	3	2	[1, 9]
51	49	174	6	1	[1, 27]
52	0	509	2	1	[1, 9]
52	1	411	5	2	[9, 1]
52	2	690	25	17	[27, 1]
52	3	868	13	11	[27, 1]
52	4	542	17	9	[9, 1]
52	5	859	25	21	[27, 1]
52	6	320	16	5	[9, 1]
52	7	473	13	6	[27, 1]
52	8	325	22	7	[1, 9]
52	9	834	27	22	[1, 9]
52	10	751	15	11	[1, 9]
52	11	970	19	18	[1, 27]
52	12	507	2	1	[1, 9]
52	13	365	14	5	[1, 9]
52	14	164	25	4	[27, 1]
52	15	773	4	3	[9, 1]
52	16	760	27	20	[1, 9]
52	17	552	13	7	[27, 1]
52	18	247	25	6	[27, 1]
52	19	809	19	15	[1, 27]
52	20	576	16	9	[9, 1]
52	21	282	18	5	[1, 27]
52	22	644	27	17	[1, 9]
52	23	819	5	4	[9, 1]
52	24	12	1	0	[27, 1]
52	25	798	9	7	[9, 1]
52	26	478	15	7	[1, 9]
52	27	971	19	18	[1, 27]
52	28	991	27	26	[1, 9]
52	29	833	16	13	[9, 1]
52	30	714	23	16	[1, 9]
52	31	105	10	1	[1, 9]
52	32	989	27	26	[1, 9]
52	33	984	26	25	[1, 9]
52	34	185	11	2	[1, 9]
52	35	563	20	11	[9, 1]
52	36	80	13	1	[27, 1]
52	37	216	19	4	[1, 27]
52	38	397	18	7	[1, 27]
52	39	869	20	17	[9, 1]
52	40	205	5	1	[9, 1]
52	41	420	22	9	[1, 9]
52	42	525	27	14	[1, 9]
52	43	209	5	1	[9, 1]
52	44	729	7	5	[1, 27]
52	45	595	19	11	[1, 27]
52	46	518	2	1	[1, 9]
52	47	238	13	3	[27, 1]
52	48	296	24	7	[27, 1]
52	49	210	24	5	[27, 1]
53	0	787	13	10	[27, 1]
53	1	869	20	17	[9, 1]
53	2	963	17	16	[9, 1]
53	3	213	24	5	[27, 1]
53	4	956	15	14	[1, 9]
53	5	162	19	3	[1, 27]
53	6	123	25	3	[27, 1]
53	7	436	26	11	[1, 9]
53	8	896	8	7	[9, 1]
53	9	61	17	1	[9, 1]
53	10	575	16	9	[9, 1]
53	11	754	19	14	[1, 27]
53	12	448	16	7	[9, 1]
53	13	507	2	1	[1, 9]
53	14	743	11	8	[1, 9]
53	15	414	27	11	[1, 9]
53	16	728	24	17	[27, 1]
53	17	815	5	4	[9, 1]
53	18	299	24	7	[27, 1]
53	19	112	9	1	[9, 1]
53	20	792	22	17	[1, 9]
53	21	726	24	17	[27, 1]
53	22	856	6	5	[1, 27]
53	23	109	19	2	[1, 27]
53	24	1007	1	1	[27, 1]
53	25	308	10	3	[1, 9]
53	26	126	8	1	[9, 1]
53	27	911	9	8	[9, 1]
53	28	870	20	17	[9, 1]
53	29	127	8	1	[9, 1]
53	30	219	14	3	[1, 9]
53	31	71	14	1	[1, 9]
53	32	611	5	3	[9, 1]
53	33	188	27	5	[1, 9]
53	34	742	18	13	[1, 27]
53	35	192	16	3	[9, 1]
53	36	913	9	8	[9, 1]
53	37	564	20	11	[9, 1]
53	38	718	10	7	[1, 9]
53	39	588	26	15	[1, 9]
53	40	99	21	2	[9, 1]
53	41	623	23	14	[1, 9]
53	42	470	24	11	[27, 1]
53	43	830	21	17	[9, 1]
53	44	378	19	7	[1, 27]
53	45	71	14	1	[1, 9]
53	46	947	27	25	[1, 9]
53	47	393	13	5	[27, 1]
53	48	626	18	11	[1, 27]
53	49	282	18	5	[1, 27]
54	0	966	18	17	[1, 27]
54	1	575	16	9	[9, 1]
54	2	64	16	1	[9, 1]
54	3	1003	27	26	[1, 9]
54	4	604	22	13	[1, 9]
54	5	377	19	7	[1, 27]
54	6	509	2	1	[1, 9]
54	7	828	26	21	[1, 9]
54	8	904	17	15	[9, 1]
54	9	679	3	2	[1, 9]
54	10	1007	1	1	[27, 1]
54	11	299	24	7	[27, 1]
54	12	184	11	2	[1, 9]
54	13	328	25	8	[27, 1]
54	14	172	6	1	[1, 27]
54	15	91	23	2	[1, 9]
54	16	505	2	1	[1, 9]
54	17	952	14	13	[1, 9]
54	18	609	27	16	[1, 9]
54	19	658	14	9	[1, 9]
54	20	232	22	5	[1, 9]
54	21	584	7	4	[1, 27]
54	22	592	19	11	[1, 27]
54	23	607	27	16	[1, 9]
54	24	298	24	7	[27, 1]
54	25	742	18	13	[1, 27]
54	26	147	7	1	[1, 27]
54	27	737	25	18	[27, 1]
54	28	641	8	5	[9, 1]
54	29	595	19	11	[1, 27]
54	30	192	16	3	[9, 1]
54	31	857	25	21	[27, 1]
54	32	730	7	5	[1, 27]
54	33	147	7	1	[1, 27]
54	34	227	9	2	[9, 1]
54	35	127	8	1	[9, 1]
54	36	449	16	7	[9, 1]
54	37	206	5	1	[9, 1]
54	38	222	23	5	[1, 9]
54	39	737	25	18	[27, 1]
54	40	585	7	4	[1, 27]
54	41	250	25	6	[27, 1]
54	42	412	5	2	[9, 1]
54	43	685	3	2	[1, 9]
54	44	336	3	1	[1, 9]
54	45	86	12	1	[27, 1]
54	46	209	5	1	[9, 1]
54	47	121	17	2	[9, 1]
54	48	839	11	9	[1, 9]
54	49	241	17	4	[9, 1]
FINAL DATA:  [[0, 32], [1, 25], [2, 14], [3, 8], [4, 6], [5, 1], [6, 6], [7, 1], [8, 2], [9, 2], [10, 4], [11, 0], [12, 0], [13, 1], [14, 1], [15, 2], [16, 0], [17, 1], [18, 1], [19, 0], [20, 0], [21, 0], [22, 1], [23, 1], [24, 0], [25, 1], [26, 0], [27, 1], [28, 1], [29, 0], [30, 1], [31, 0], [32, 0], [33, 0], [34, 1], [35, 0], [36, 0], [37, 1], [38, 0], [39, 0], [40, 0], [41, 0], [42, 0], [43, 0], [44, 1], [45, 1], [46, 0], [47, 0], [48, 1], [49, 1], [50, 0], [51, 0], [52, 0], [53, 0], [54, 0]]
