case	rep	j	r	k	guesses
	46	24	512	2	1	[1, 9]
	46	25	978	22	21	[1, 9]
	46	26	296	24	7	[27, 1]
	46	27	954	15	14	[1, 9]
	46	28	319	16	5	[9, 1]
	46	29	317	13	4	[27, 1]
	46	30	540	19	10	[1, 27]
	46	31	762	27	20	[1, 9]
	46	32	681	3	2	[1, 9]
	46	33	486	19	9	[1, 27]
	46	34	220	14	3	[1, 9]
	46	35	951	14	13	[1, 9]
	46	36	150	27	4	[1, 9]
	46	37	383	8	3	[9, 1]
	46	38	527	27	14	[1, 9]
	46	39	150	27	4	[1, 9]
	46	40	885	22	19	[1, 9]
	46	41	322	19	6	[1, 27]
	46	42	47	22	1	[1, 9]
	46	43	830	21	17	[9, 1]
	46	44	149	27	4	[1, 9]
	46	45	868	13	11	[27, 1]
	46	46	320	16	5	[9, 1]
	46	47	977	22	21	[1, 9]
	46	48	446	23	10	[1, 9]
	46	49	194	21	4	[9, 1]
	47	0	473	13	6	[27, 1]
	47	1	970	19	18	[1, 27]
	47	2	285	18	5	[1, 27]
	47	3	579	23	13	[1, 9]
	47	4	190	27	5	[1, 9]
	47	5	919	10	9	[1, 9]
	47	6	746	11	8	[1, 9]
	47	7	212	24	5	[27, 1]
	47	8	351	26	9	[1, 9]
	47	9	363	17	6	[9, 1]
	47	10	472	13	6	[27, 1]
	47	11	374	11	4	[1, 9]
	47	12	708	13	9	[27, 1]
	47	13	695	25	17	[27, 1]
	47	14	374	11	4	[1, 9]
	47	15	276	26	7	[1, 9]
	47	16	857	25	21	[27, 1]
	47	17	536	21	11	[9, 1]
	47	18	398	18	7	[1, 27]
	47	19	131	23	3	[1, 9]
	47	20	612	5	3	[9, 1]
	47	21	856	6	5	[1, 27]
	47	22	553	13	7	[27, 1]
	47	23	104	10	1	[1, 9]
	47	24	73	14	1	[1, 9]
	47	25	371	11	4	[1, 9]
	47	26	67	15	1	[1, 9]
	47	27	3	1	0	[27, 1]
	47	28	920	10	9	[1, 9]
	47	29	274	15	4	[1, 9]
	47	30	198	26	5	[1, 9]
	47	31	344	3	1	[1, 9]
	47	32	92	11	1	[1, 9]
	47	33	1005	27	26	[1, 9]
	47	34	462	20	9	[9, 1]
	47	35	281	11	3	[1, 9]
	47	36	175	23	4	[1, 9]
	47	37	6	1	0	[27, 1]
	47	38	240	17	4	[9, 1]
	47	39	943	25	23	[27, 1]
	47	40	177	23	4	[1, 9]
	47	41	858	25	21	[27, 1]
	47	42	432	19	8	[1, 27]
	47	43	818	5	4	[9, 1]
	47	44	602	17	10	[9, 1]
	47	45	865	13	11	[27, 1]
	47	46	601	17	10	[9, 1]
	47	47	740	18	13	[1, 27]
	47	48	872	27	23	[1, 9]
	47	49	1019	1	1	[27, 1]
	48	0	996	27	26	[1, 9]
	48	1	575	16	9	[9, 1]
	48	2	676	26	17	[1, 9]
	48	3	119	26	3	[1, 9]
	48	4	601	17	10	[9, 1]
	48	5	406	5	2	[9, 1]
	48	6	64	16	1	[9, 1]
	48	7	102	10	1	[1, 9]
	48	8	696	25	17	[27, 1]
	48	9	449	16	7	[9, 1]
	48	10	748	26	19	[1, 9]
	48	11	808	19	15	[1, 27]
	48	12	886	15	13	[1, 9]
	48	13	569	9	5	[9, 1]
	48	14	923	10	9	[1, 9]
	48	15	919	10	9	[1, 9]
	48	16	85	12	1	[27, 1]
	48	17	833	16	13	[9, 1]
	48	18	17	1	0	[27, 1]
	48	19	856	6	5	[1, 27]
	48	20	101	10	1	[1, 9]
	48	21	587	7	4	[1, 27]
	48	22	286	25	7	[27, 1]
	48	23	1018	1	1	[27, 1]
	48	24	588	26	15	[1, 9]
	48	25	706	16	11	[9, 1]
	48	26	868	13	11	[27, 1]
	48	27	942	25	23	[27, 1]
	48	28	357	23	8	[1, 9]
	48	29	719	27	19	[1, 9]
	48	30	195	21	4	[9, 1]
	48	31	666	20	13	[9, 1]
	48	32	865	13	11	[27, 1]
	48	33	638	8	5	[9, 1]
	48	34	313	23	7	[1, 9]
	48	35	829	21	17	[9, 1]
	48	36	567	9	5	[9, 1]
	48	37	53	19	1	[1, 27]
	48	38	31	27	1	[1, 9]
	48	39	271	19	5	[1, 27]
	48	40	523	27	14	[1, 9]
	48	41	221	14	3	[1, 9]
	48	42	22	27	1	[1, 9]
	48	43	457	9	4	[9, 1]
	48	44	245	25	6	[27, 1]
	48	45	967	18	17	[1, 27]
	48	46	194	21	4	[9, 1]
	48	47	144	7	1	[1, 27]
	48	48	240	17	4	[9, 1]
	48	49	427	12	5	[27, 1]
	49	0	332	25	8	[27, 1]
	49	1	75	27	2	[1, 9]
	49	2	511	2	1	[1, 9]
	49	3	30	27	1	[1, 9]
	49	4	481	17	8	[9, 1]
	49	5	291	7	2	[1, 27]
	49	6	930	11	10	[1, 9]
	49	7	791	22	17	[1, 9]
	49	8	196	26	5	[1, 9]
	49	9	476	15	7	[1, 9]
	49	10	164	25	4	[27, 1]
	49	11	764	4	3	[9, 1]
	49	12	532	25	13	[27, 1]
	49	13	978	22	21	[1, 9]
	49	14	555	24	13	[27, 1]
	49	15	272	15	4	[1, 9]
	49	16	445	23	10	[1, 9]
	49	17	908	26	23	[1, 9]
	49	18	604	22	13	[1, 9]
	49	19	612	5	3	[9, 1]
	49	20	926	21	19	[9, 1]
	49	21	335	3	1	[1, 9]
	49	22	334	25	8	[27, 1]
	49	23	317	13	4	[27, 1]
	49	24	313	23	7	[1, 9]
	49	25	516	2	1	[1, 9]
	49	26	353	26	9	[1, 9]
	49	27	469	24	11	[27, 1]
	49	28	905	26	23	[1, 9]
	49	29	497	27	13	[1, 9]
	49	30	790	22	17	[1, 9]
	49	31	13	1	0	[27, 1]
	49	32	383	8	3	[9, 1]
	49	33	416	27	11	[1, 9]
	49	34	116	26	3	[1, 9]
	49	35	11	1	0	[27, 1]
	49	36	418	27	11	[1, 9]
	49	37	80	13	1	[27, 1]
	49	38	6	1	0	[27, 1]
	49	39	632	13	8	[27, 1]
	49	40	141	22	3	[1, 9]
	49	41	31	27	1	[1, 9]
	49	42	138	15	2	[1, 9]
	49	43	228	9	2	[9, 1]
	49	44	472	13	6	[27, 1]
	49	45	916	19	17	[1, 27]
	49	46	850	6	5	[1, 27]
	49	47	885	22	19	[1, 9]
	49	48	959	16	15	[9, 1]
	49	49	657	14	9	[1, 9]
	50	0	436	26	11	[1, 9]
	50	1	693	25	17	[27, 1]
	50	2	724	17	12	[9, 1]
	50	3	428	12	5	[27, 1]
	50	4	815	5	4	[9, 1]
	50	5	146	7	1	[1, 27]
	50	6	444	23	10	[1, 9]
	50	7	953	14	13	[1, 9]
	50	8	547	15	8	[1, 9]
	50	9	255	4	1	[9, 1]
	50	10	581	23	13	[1, 9]
	50	11	87	12	1	[27, 1]
	50	12	732	7	5	[1, 27]
	50	13	822	5	4	[9, 1]
	50	14	465	11	5	[1, 9]
	50	15	909	9	8	[9, 1]
	50	16	187	11	2	[1, 9]
	50	17	560	11	6	[1, 9]
	50	18	185	11	2	[1, 9]
	50	19	711	23	16	[1, 9]
	50	20	366	14	5	[1, 9]
	50	21	90	23	2	[1, 9]
	50	22	904	17	15	[9, 1]
	50	23	821	5	4	[9, 1]
	50	24	256	4	1	[9, 1]
	50	25	327	25	8	[27, 1]
	50	26	428	12	5	[27, 1]
	50	27	687	3	2	[1, 9]
	50	28	1022	1	1	[27, 1]
	50	29	1008	1	1	[27, 1]
	50	30	383	8	3	[9, 1]
	50	31	137	15	2	[1, 9]
	50	32	925	21	19	[9, 1]
	50	33	369	25	9	[27, 1]
	50	34	730	7	5	[1, 27]
	50	35	16	1	0	[27, 1]
	50	36	820	5	4	[9, 1]
	50	37	583	7	4	[1, 27]
	50	38	850	6	5	[1, 27]
	50	39	161	19	3	[1, 27]
	50	40	814	24	19	[27, 1]
	50	41	122	25	3	[27, 1]
	50	42	22	27	1	[1, 9]
	50	43	49	21	1	[9, 1]
	50	44	388	21	8	[9, 1]
	50	45	793	22	17	[1, 9]
	50	46	473	13	6	[27, 1]
	50	47	464	11	5	[1, 9]
	50	48	220	14	3	[1, 9]
	50	49	195	21	4	[9, 1]
	51	0	531	27	14	[1, 9]
	51	1	638	8	5	[9, 1]
	51	2	64	16	1	[9, 1]
	51	3	206	5	1	[9, 1]
	51	4	602	17	10	[9, 1]
	51	5	977	22	21	[1, 9]
	51	6	199	26	5	[1, 9]
	51	7	674	26	17	[1, 9]
	51	8	285	18	5	[1, 27]
	51	9	257	4	1	[9, 1]
	51	10	263	27	7	[1, 9]
	51	11	898	8	7	[9, 1]
	51	12	48	21	1	[9, 1]
	51	13	85	12	1	[27, 1]
	51	14	466	11	5	[1, 9]
	51	15	190	27	5	[1, 9]
	51	16	379	27	10	[1, 9]
	51	17	874	27	23	[1, 9]
	51	18	608	27	16	[1, 9]
	51	19	704	16	11	[9, 1]
	51	20	791	22	17	[1, 9]
	51	21	931	11	10	[1, 9]
	51	22	394	13	5	[27, 1]
	51	23	948	27	25	[1, 9]
	51	24	987	27	26	[1, 9]
	51	25	294	7	2	[1, 27]
	51	26	451	25	11	[27, 1]
	51	27	281	11	3	[1, 9]
	51	28	920	10	9	[1, 9]
	51	29	795	9	7	[9, 1]
	51	30	81	25	2	[27, 1]
	51	31	570	9	5	[9, 1]
	51	32	48	21	1	[9, 1]
	51	33	389	21	8	[9, 1]
	51	34	330	25	8	[27, 1]
	51	35	792	22	17	[1, 9]
	51	36	599	12	7	[27, 1]
	51	37	678	3	2	[1, 9]
	51	38	398	18	7	[1, 27]
	51	39	30	27	1	[1, 9]
	51	40	186	11	2	[1, 9]
	51	41	309	10	3	[1, 9]
	51	42	282	18	5	[1, 27]
	51	43	308	10	3	[1, 9]
	51	44	877	7	6	[1, 27]
	51	45	763	27	20	[1, 9]
	51	46	543	17	9	[9, 1]
	51	47	313	23	7	[1, 9]
	51	48	330	25	8	[27, 1]
	51	49	359	20	7	[9, 1]
	52	0	471	13	6	[27, 1]
	52	1	304	27	8	[1, 9]
	52	2	657	14	9	[1, 9]
	52	3	312	23	7	[1, 9]
	52	4	744	11	8	[1, 9]
	52	5	716	10	7	[1, 9]
	52	6	499	27	13	[1, 9]
	52	7	362	17	6	[9, 1]
	52	8	214	24	5	[27, 1]
	52	9	266	27	7	[1, 9]
	52	10	342	3	1	[1, 9]
	52	11	1021	1	1	[27, 1]
	52	12	129	8	1	[9, 1]
	52	13	617	5	3	[9, 1]
	52	14	856	6	5	[1, 27]
	52	15	752	15	11	[1, 9]
	52	16	111	9	1	[9, 1]
	52	17	670	26	17	[1, 9]
	52	18	564	20	11	[9, 1]
	52	19	533	25	13	[27, 1]
	52	20	15	1	0	[27, 1]
	52	21	505	2	1	[1, 9]
	52	22	205	5	1	[9, 1]
	52	23	522	27	14	[1, 9]
	52	24	160	19	3	[1, 27]
	52	25	304	27	8	[1, 9]
	52	26	11	1	0	[27, 1]
	52	27	710	13	9	[27, 1]
	52	28	32	27	1	[1, 9]
	52	29	864	19	16	[1, 27]
	52	30	100	10	1	[1, 9]
	52	31	962	17	16	[9, 1]
	52	32	536	21	11	[9, 1]
	52	33	220	14	3	[1, 9]
	52	34	331	25	8	[27, 1]
	52	35	953	14	13	[1, 9]
	52	36	837	11	9	[1, 9]
	52	37	82	25	2	[27, 1]
	52	38	564	20	11	[9, 1]
	52	39	76	27	2	[1, 9]
	52	40	170	6	1	[1, 27]
	52	41	951	14	13	[1, 9]
	52	42	459	20	9	[9, 1]
	52	43	630	13	8	[27, 1]
	52	44	718	10	7	[1, 9]
	52	45	359	20	7	[9, 1]
	52	46	694	25	17	[27, 1]
	52	47	941	25	23	[27, 1]
	52	48	505	2	1	[1, 9]
	52	49	415	27	11	[1, 9]
	53	0	998	27	26	[1, 9]
	53	1	113	9	1	[9, 1]
	53	2	616	5	3	[9, 1]
	53	3	125	25	3	[27, 1]
	53	4	365	14	5	[1, 9]
	53	5	382	8	3	[9, 1]
	53	6	379	27	10	[1, 9]
	53	7	854	6	5	[1, 27]
	53	8	674	26	17	[1, 9]
	53	9	631	13	8	[27, 1]
	53	10	174	6	1	[1, 27]
	53	11	663	17	11	[9, 1]
	53	12	969	19	18	[1, 27]
	53	13	921	10	9	[1, 9]
	53	14	240	17	4	[9, 1]
	53	15	361	17	6	[9, 1]
	53	16	941	25	23	[27, 1]
	53	17	388	21	8	[9, 1]
	53	18	724	17	12	[9, 1]
	53	19	138	15	2	[1, 9]
	53	20	549	13	7	[27, 1]
	53	21	458	20	9	[9, 1]
	53	22	364	14	5	[1, 9]
	53	23	86	12	1	[27, 1]
	53	24	392	13	5	[27, 1]
	53	25	694	25	17	[27, 1]
	53	26	879	7	6	[1, 27]
	53	27	895	8	7	[9, 1]
	53	28	294	7	2	[1, 27]
	53	29	234	22	5	[1, 9]
	53	30	310	23	7	[1, 9]
	53	31	778	25	19	[27, 1]
	53	32	822	5	4	[9, 1]
	53	33	711	23	16	[1, 9]
	53	34	777	25	19	[27, 1]
	53	35	747	26	19	[1, 9]
	53	36	258	4	1	[9, 1]
	53	37	681	3	2	[1, 9]
	53	38	398	18	7	[1, 27]
	53	39	122	25	3	[27, 1]
	53	40	57	18	1	[1, 27]
	53	41	603	17	10	[9, 1]
	53	42	653	11	7	[1, 9]
	53	43	948	27	25	[1, 9]
	53	44	357	23	8	[1, 9]
	53	45	515	2	1	[1, 9]
	53	46	945	13	12	[27, 1]
	53	47	440	7	3	[1, 27]
	53	48	327	25	8	[27, 1]
	53	49	585	7	4	[1, 27]
	54	0	560	11	6	[1, 9]
	54	1	600	17	10	[9, 1]
	54	2	855	6	5	[1, 27]
	54	3	329	25	8	[27, 1]
	54	4	46	22	1	[1, 9]
	54	5	955	15	14	[1, 9]
	54	6	321	16	5	[9, 1]
	54	7	298	24	7	[27, 1]
	54	8	601	17	10	[9, 1]
	54	9	622	23	14	[1, 9]
	54	10	140	22	3	[1, 9]
	54	11	443	23	10	[1, 9]
	54	12	807	19	15	[1, 27]
	54	13	790	22	17	[1, 9]
	54	14	165	25	4	[27, 1]
	54	15	280	11	3	[1, 9]
	54	16	423	17	7	[9, 1]
	54	17	361	17	6	[9, 1]
	54	18	476	15	7	[1, 9]
	54	19	1009	1	1	[27, 1]
	54	20	379	27	10	[1, 9]
	54	21	320	16	5	[9, 1]
	54	22	315	13	4	[27, 1]
	54	23	899	25	22	[27, 1]
	54	24	30	27	1	[1, 9]
	54	25	675	26	17	[1, 9]
	54	26	33	27	1	[1, 9]
	54	27	726	24	17	[27, 1]
	54	28	602	17	10	[9, 1]
	54	29	493	27	13	[1, 9]
	54	30	375	19	7	[1, 27]
	54	31	856	6	5	[1, 27]
	54	32	229	9	2	[9, 1]
	54	33	552	13	7	[27, 1]
	54	34	8	1	0	[27, 1]
	54	35	865	13	11	[27, 1]
	54	36	446	23	10	[1, 9]
	54	37	960	16	15	[9, 1]
	54	38	194	21	4	[9, 1]
	54	39	968	18	17	[1, 27]
	54	40	164	25	4	[27, 1]
	54	41	814	24	19	[27, 1]
	54	42	922	10	9	[1, 9]
	54	43	893	23	20	[1, 9]
	54	44	827	26	21	[1, 9]
	54	45	679	3	2	[1, 9]
	54	46	659	14	9	[1, 9]
	54	47	596	12	7	[27, 1]
	54	48	706	16	11	[9, 1]
	54	49	567	9	5	[9, 1]
FINAL DATA:  [[0, 43], [1, 11], [2, 14], [3, 7], [4, 3], [5, 2], [6, 4], [7, 3], [8, 0], [9, 0], [10, 0], [11, 0], [12, 1], [13, 1], [14, 1], [15, 1], [16, 0], [17, 0], [18, 0], [19, 0], [20, 0], [21, 2], [22, 1], [23, 0], [24, 2], [25, 0], [26, 0], [27, 1], [28, 1], [29, 0], [30, 0], [31, 1], [32, 0], [33, 0], [34, 0], [35, 0], [36, 0], [37, 0], [38, 1], [39, 2], [40, 0], [41, 0], [42, 0], [43, 0], [44, 0], [45, 0], [46, 1], [47, 0], [48, 0], [49, 0], [50, 0], [51, 0], [52, 2], [53, 1], [54, 0]]
